iter	Logloss
357	0.3039151818
358	0.3038631796
359	0.3038131196
360	0.3037567557
361	0.3036873283
362	0.3036163516
363	0.3035688649
364	0.3035054442
365	0.303460257
366	0.3033731815
367	0.303276764
368	0.30318873
369	0.3031183999
370	0.3030573659
371	0.3029782354
372	0.3029186379
373	0.3028331584
374	0.3027496929
375	0.3026874213
376	0.3026170176
377	0.3025444471
378	0.3024829742
379	0.3024392358
380	0.3023662824
381	0.3023079626
382	0.3022136703
383	0.3021883842
384	0.3021307187
385	0.3020504862
386	0.3020066268
387	0.3019419445
388	0.3018564452
389	0.3018106141
390	0.3017548062
391	0.3017050411
392	0.3016676134
393	0.3016071683
394	0.3015876133
395	0.301505286
396	0.3014588009
397	0.3013934105
398	0.3013452545
399	0.3012677684
400	0.3011923965
401	0.3011194655
402	0.3010433169
403	0.3009784048
404	0.3008846194
405	0.3008172973
406	0.3007483328
407	0.3006699174
408	0.3006168374
409	0.300564044
410	0.3004841849
411	0.3003994682
412	0.3003238825
413	0.3002679974
414	0.3002171398
415	0.3001257833
416	0.3000579869
417	0.3000012481
418	0.2999063833
419	0.2998625135
420	0.2998107925
421	0.2997484703
422	0.2997093519
423	0.2996631487
424	0.2996175045
425	0.2995375725
426	0.2994604152
427	0.2994013194
428	0.2993498456
429	0.2992775579
430	0.2992011935
431	0.2991721173
432	0.2991232364
433	0.2990650929
434	0.2989948922
435	0.2989345364
436	0.2988529472
437	0.2987845548
438	0.2987472174
439	0.2987023948
440	0.2986440788
441	0.2985704131
442	0.2985242733
443	0.2984617037
444	0.2984140684
445	0.2983502231
446	0.2982699922
447	0.2982446963
448	0.2981661516
449	0.2980941873
450	0.298025761
451	0.2979699514
452	0.2979266447
453	0.2978559389
454	0.2978066469
455	0.2977638278
456	0.2976925936
457	0.2976207153
458	0.2975637185
459	0.297504155
460	0.297434773
461	0.2973678682
462	0.297309456
463	0.297247734
464	0.2971962604
465	0.2971369151
466	0.2970515725
467	0.297009575
468	0.2969350403
469	0.2968583234
470	0.2968028156
471	0.2967791448
472	0.2967319443
473	0.2966651813
474	0.2965953018
475	0.2965196041
476	0.2964558772
477	0.2963956926
478	0.2963466019
479	0.296267273
480	0.2962107755
481	0.2961693085
482	0.2961264211
483	0.2960609089
484	0.2960253983
485	0.2959576298
486	0.2959335559
487	0.2958517606
488	0.2957863727
489	0.2957190655
490	0.2956485012
491	0.2956047935
492	0.2955483673
493	0.2954970062
494	0.2954384678
495	0.295378378
496	0.2953283544
497	0.2952722781
498	0.2952216313
499	0.2951372954
500	0.2950524681
501	0.2949956321
502	0.2949476593
503	0.2948763074
504	0.2948424657
505	0.2947835817
506	0.2947097178
507	0.2946610355
508	0.2946067468
509	0.2945309232
510	0.2944675332
511	0.2944270357
512	0.2943637954
513	0.2943150254
514	0.2942547319
515	0.2942119128
516	0.2941629854
517	0.2941019221
518	0.2940479356
519	0.2940109155
520	0.2939478623
521	0.2938889284
522	0.2938312297
523	0.2937676481
524	0.2937168375
525	0.2936427314
526	0.2935744915
527	0.293492351
528	0.2934325107
529	0.293397941
530	0.2933500186
531	0.2932901222
532	0.2932103405
533	0.2931504394
534	0.2931030934
535	0.2930633087
536	0.2929860101
537	0.29292506
538	0.2928451705
539	0.2927904277
540	0.2927176528
541	0.2926388138
542	0.2925929192
543	0.292544766
544	0.292464339
545	0.2924137319
546	0.2923753701
547	0.2923355389
548	0.2922912386
549	0.2922476703
550	0.29218624
551	0.2921232149
552	0.2920771372
553	0.2920237647
554	0.2919768265
555	0.2919039639
556	0.2918427111
557	0.2917655374
558	0.2917094753
559	0.2916532665
560	0.2915742293
561	0.2914999689
562	0.2914255052
563	0.2913453808
564	0.2913066027
565	0.2912435711
566	0.2911970582
567	0.2911338178
568	0.2910674634
569	0.2909863237
570	0.2909308445
571	0.2908923011
572	0.2908161698
573	0.2907735882
574	0.290723774
575	0.2906707226
576	0.2906206122
577	0.2905761553
578	0.2905059153
579	0.290470288
580	0.2904215886
581	0.2903470443
582	0.2902726679
583	0.29022557
584	0.2901784788
585	0.2901234735
586	0.2900490691
587	0.2899974241
588	0.2899448284
589	0.2898911337
590	0.2898437746
591	0.289795515
592	0.2897420995
593	0.2896704988
594	0.2895904311
595	0.289535906
596	0.289456276
597	0.2893986197
598	0.2893170704
599	0.2892701731
600	0.2892104054
601	0.2891692254
602	0.2890957744
603	0.2890361548
604	0.2889839009
605	0.2889426262
606	0.2888956758
607	0.2888346502
608	0.2887860992
609	0.2887513832
610	0.2886832566
611	0.2886352566
612	0.2885833128
613	0.2885185058
614	0.2884709563
615	0.2884140838
616	0.2883547346
617	0.2882999453
618	0.2882496481
619	0.2881911838
620	0.2881435805
621	0.2880805963
622	0.2880017841
623	0.2879288129
624	0.28787046
625	0.2878215087
626	0.2877517032
627	0.2877070085
628	0.2876423583
629	0.2875903296
630	0.2875197005
631	0.2874656593
632	0.2873896283
633	0.2873333425
634	0.2872688021
635	0.2871913789
636	0.2871429368
637	0.2870818152
638	0.2870225169
639	0.2869685854
640	0.286942012
641	0.2869038462
642	0.2868412918
643	0.2867778303
644	0.2867025946
645	0.2866336525
646	0.2865600415
647	0.2864899586
648	0.2864460727
649	0.286369857
650	0.2863158459
651	0.2862540943
652	0.2861910971
653	0.2861457328
654	0.2860824908
655	0.2860597012
656	0.286004279
657	0.2859718543
658	0.2859176378
659	0.2858532239
660	0.2858153694
661	0.2857799344
662	0.2857121092
663	0.285637923
664	0.2855992461
665	0.2855479431
666	0.2855045582
667	0.2854529707
668	0.2853862621
669	0.2853406275
670	0.2852947365
671	0.2852402929
672	0.285173402
673	0.2851213509
674	0.285096029
675	0.285030618
676	0.2849842011
677	0.2849520159
678	0.2848900352
679	0.2848249666
680	0.2847658648
681	0.2847251204
682	0.2846754244
683	0.2846476489
684	0.2846024252
685	0.2845577954
686	0.2845032592
687	0.2844316908
688	0.2843758914
689	0.284332488
690	0.2842746337
691	0.2842194305
692	0.2841748953
693	0.2840986644
694	0.2840507396
695	0.283986288
696	0.2839437431
697	0.2838872777
698	0.2838200624
699	0.2837395718
700	0.2836933418
701	0.2836146315
702	0.2835741486
703	0.2835213382
704	0.2834575473
705	0.2834057676
706	0.2833572266
707	0.2832918898
708	0.2832628296
709	0.2831913433
710	0.2831261326
711	0.2830622251
712	0.2830212098
713	0.2829617599
714	0.2828993996
715	0.2828531085
716	0.2827781691
717	0.2827495721
718	0.2827219864
719	0.282684043
720	0.2826346893
721	0.2825901549
722	0.2825389591
723	0.2824719458
724	0.282416719
725	0.2823497716
726	0.2823056639
727	0.2822508414
728	0.2821792237
729	0.2821359792
730	0.2820626984
731	0.2820133815
732	0.2819628173
733	0.2819092853
734	0.2818547541
735	0.2818015252
736	0.2817541979
737	0.2817183025
738	0.2816492786
739	0.2815828407
740	0.2815066933
741	0.2814434039
742	0.2813981759
743	0.281331566
744	0.2812666918
745	0.2812250947
746	0.2811522407
747	0.2810807601
748	0.2810401255
749	0.2809840702
750	0.2809121717
751	0.2808756695
752	0.2808076058
753	0.2807447296
754	0.2807152237
755	0.2806616801
756	0.2805910305
757	0.280534234
758	0.280500282
759	0.2804175014
760	0.280366118
761	0.2803238223
762	0.2802692817
763	0.2802172816
764	0.2801623189
765	0.2801253277
766	0.2800823752
767	0.2800365848
768	0.2799762351
769	0.2799369975
770	0.279884807
771	0.2798292268
772	0.279779674
773	0.279732047
774	0.2796660349
775	0.2796196541
776	0.2795875621
777	0.27954275
778	0.2794947392
779	0.2794507199
780	0.2793946855
781	0.2793438317
782	0.2793086108
783	0.2792371185
784	0.2791976703
785	0.2791540578
786	0.2791159683
787	0.2790755686
788	0.279029608
789	0.2789913735
790	0.2789433286
791	0.2789067147
792	0.2788468858
793	0.2787907614
794	0.2787554004
795	0.2787159397
796	0.2787025204
797	0.278657983
798	0.2786149215
799	0.2785745684
800	0.2784998598
801	0.278463436
802	0.2784005991
803	0.2783625923
804	0.2782987733
805	0.2782593881
806	0.2781940471
807	0.278122899
808	0.278076432
809	0.2780069503
810	0.2779900007
811	0.2779293233
812	0.2778898716
813	0.2778282938
814	0.2777816085
815	0.2777436439
816	0.2776988156
817	0.2776581414
818	0.2776048221
819	0.2775485761
820	0.277484323
821	0.2774594029
822	0.2773991898
823	0.2773593909
824	0.2772889918
825	0.2772289157
826	0.2771837074
827	0.2771438854
828	0.2770759833
829	0.2770177821
830	0.2769579301
831	0.276877961
832	0.2768403519
833	0.2768209577
834	0.2767557457
835	0.2767120585
836	0.2766684832
837	0.2766079824
838	0.2765546848
839	0.276514221
840	0.2764667239
841	0.2764172321
842	0.2763721929
843	0.2763190209
844	0.2762859852
845	0.2762334488
846	0.2761705639
847	0.2761265817
848	0.2760923886
849	0.276054695
850	0.2760205345
851	0.2759790334
852	0.2759329022
853	0.2759061416
854	0.2758617857
855	0.27580999
856	0.2757367885
857	0.2756780714
858	0.2756078818
859	0.2755613055
860	0.2755040414
861	0.2754573113
862	0.2754149141
863	0.2753611293
864	0.2753056455
865	0.2752409205
866	0.2751896999
867	0.2751532118
868	0.2751140309
869	0.2750844808
870	0.2750401146
871	0.2749920028
872	0.2749529969
873	0.2748961412
874	0.2748545078
875	0.2747853009
876	0.2747504654
877	0.2747065624
878	0.2746709609
879	0.2746267039
880	0.2745732692
881	0.2745124853
882	0.2744644098
883	0.2744305392
884	0.2743851847
885	0.2743399236
886	0.2743024043
887	0.2742518977
888	0.274191306
889	0.2741248075
890	0.2740760395
891	0.2740084608
892	0.2739617212
893	0.2739494643
894	0.2738886492
895	0.273846329
896	0.2738166121
897	0.2737826382
898	0.273721229
899	0.2736951855
900	0.2736554295
901	0.273597303
902	0.2735359356
903	0.2734762063
904	0.273437711
905	0.2733866728
906	0.2733371244
907	0.2733020451
908	0.2732460757
909	0.2731939008
910	0.2731405115
911	0.2730794622
912	0.2730151218
913	0.2729512707
914	0.2729084425
915	0.2728631331
916	0.272803143
917	0.2727379319
918	0.2726882935
919	0.2726253227
920	0.2725548529
921	0.2724934963
922	0.2724458698
923	0.2724149214
924	0.2723624701
925	0.2723094923
926	0.272259425
927	0.2722135313
928	0.2721529341
929	0.2721229793
930	0.2720930566
931	0.2720485651
932	0.2719972154
933	0.271960119
934	0.271929004
935	0.2718726526
936	0.2718291881
937	0.2717735322
938	0.2717277923
939	0.2716987467
940	0.2716674847
941	0.2716182217
942	0.271571807
943	0.271523789
944	0.2714855385
945	0.2714276362
946	0.2713692803
947	0.2713032646
948	0.2712438044
949	0.2711859202
950	0.2711236281
951	0.2710845674
952	0.2710238194
953	0.2709645252
954	0.2709026705
955	0.2708354888
956	0.2707847572
957	0.2707236245
958	0.2706792524
959	0.2706263606
960	0.2705823643
961	0.2705233269
962	0.2704866144
963	0.2704292162
964	0.2703808071
965	0.2703280411
966	0.2702850605
967	0.2702192379
968	0.2701782551
969	0.2701264111
970	0.2700791252
971	0.2700316854
972	0.2699835431
973	0.2699190849
974	0.2698666025
975	0.2698297666
976	0.2697842337
977	0.2697337081
978	0.2696794525
979	0.2696427386
980	0.2695878477
981	0.2695402289
982	0.2695027032
983	0.2694590552
984	0.2694016576
985	0.269375668
986	0.2693148693
987	0.2692606858
988	0.2692234597
989	0.2691795821
990	0.2691365582
991	0.2690832937
992	0.2690500491
993	0.269000442
994	0.2689405679
995	0.2688921117
996	0.2688483639
997	0.2687961554
998	0.2687540563
999	0.2687362967
